,movie,year,imdb,metascore,votes,n_imdb
528,Minority Report,2002,7.6,80,487811,76.0
529,Ice Age,2002,7.5,60,422881,75.0
530,Gangs of New York,2002,7.5,72,388670,75.0
531,28 Days Later...,2002,7.6,73,362013,76.0
532,Men in Black II,2002,6.2,49,330629,62.0
533,Signs,2002,6.7,59,327168,67.0
534,The Ring,2002,7.1,57,309628,71.0
535,Equilibrium,2002,7.4,33,303866,74.0
536,The Transporter,2002,6.8,51,277409,68.0
537,Insomnia,2002,7.2,78,262761,72.0
538,Panic Room,2002,6.8,65,247030,68.0
539,Phone Booth,2002,7.0,56,243861,70.0
540,Resident Evil,2002,6.7,33,239585,67.0
541,Red Dragon,2002,7.2,60,239488,72.0
542,8 Mile,2002,7.1,77,239483,71.0
543,Road to Perdition,2002,7.7,72,236894,77.0
544,Chicago,2002,7.1,82,208737,71.0
545,Die Another Day,2002,6.1,56,198304,61.0
546,A Walk to Remember,2002,7.4,35,193616,74.0
547,Blade II,2002,6.7,52,193326,67.0
548,Austin Powers in Goldmember,2002,6.2,62,189891,62.0
549,Adaptation.,2002,7.7,83,170543,77.0
550,Hero,2002,7.9,85,170020,79.0
551,xXx,2002,5.9,48,169859,59.0
552,About a Boy,2002,7.0,75,166669,70.0
553,25th Hour,2002,7.6,67,165747,76.0
554,Lilo & Stitch,2002,7.2,73,159324,72.0
555,Punch-Drunk Love,2002,7.3,78,140341,73.0
556,Bowling for Columbine,2002,7.9,72,137290,79.0
557,Mr. Deeds,2002,5.8,24,131479,58.0
558,The Scorpion King,2002,5.5,45,126551,55.0
559,We Were Soldiers,2002,7.2,65,125680,72.0
560,The Count of Monte Cristo,2002,7.8,61,124506,78.0
561,Reign of Fire,2002,6.2,39,122703,62.0
562,The Hours,2002,7.5,80,120438,75.0
563,About Schmidt,2002,7.1,85,119819,71.0
564,John Q,2002,7.1,30,119213,71.0
565,My Big Fat Greek Wedding,2002,6.5,62,116371,65.0
566,The Time Machine,2002,6.0,42,115809,60.0
567,Infernal Affairs,2002,8.0,75,114705,80.0
568,The Lord of the Rings: The Return of the King,2003,8.9,94,1572022,89.0
569,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63,988913,80.0
570,Kill Bill: Vol. 1,2003,8.1,69,955519,81.0
571,Finding Nemo,2003,8.1,90,909812,81.0
572,X2: X-Men United,2003,7.4,68,497156,74.0
573,The Matrix Reloaded,2003,7.2,62,496727,72.0
574,Oldboy,2003,8.4,77,486876,84.0
575,The Matrix Revolutions,2003,6.8,47,431371,68.0
576,Love Actually,2003,7.6,55,409813,76.0
577,Mystic River,2003,7.9,84,403304,79.0
578,Big Fish,2003,8.0,58,401727,80.0
579,Lost in Translation,2003,7.7,89,392714,77.0
580,The Last Samurai,2003,7.7,55,384009,77.0
581,Terminator 3: Rise of the Machines,2003,6.3,66,366283,63.0
582,Bruce Almighty,2003,6.7,46,359057,67.0
583,The Italian Job,2003,7.0,68,332005,70.0
584,School of Rock,2003,7.1,82,256162,71.0
585,Underworld,2003,7.0,42,245739,70.0
586,Hulk,2003,5.6,54,245635,56.0
587,2 Fast 2 Furious,2003,5.9,38,241330,59.0
588,Bad Boys II,2003,6.6,38,221786,66.0
589,21 Grams,2003,7.7,70,218322,77.0
590,Identity,2003,7.3,64,217834,73.0
591,Old School,2003,7.1,54,209004,71.0
592,Elf,2003,6.9,64,208322,69.0
593,Daredevil,2003,5.3,42,202064,53.0
594,How to Lose a Guy in 10 Days,2003,6.4,45,200002,64.0
595,Anger Management,2003,6.3,52,197707,63.0
596,Master and Commander: The Far Side of the World,2003,7.4,81,194874,74.0
597,American Wedding,2003,6.3,43,188333,63.0
598,The League of Extraordinary Gentlemen,2003,5.8,30,162019,58.0
599,Once Upon a Time in Mexico,2003,6.4,56,149541,64.0
600,Final Destination 2,2003,6.2,38,146396,62.0
601,Johnny English,2003,6.2,51,142290,62.0
602,Cold Mountain,2003,7.2,73,135921,72.0
603,S.W.A.T.,2003,6.0,45,134518,60.0
604,Good Bye Lenin!,2003,7.7,68,133244,77.0
605,Scary Movie 3,2003,5.5,49,132988,55.0
606,Dogville,2003,8.0,60,131934,80.0
607,Bad Santa,2003,7.0,70,130736,70.0
608,Monster,2003,7.3,74,129995,73.0
609,The Recruit,2003,6.6,56,126738,66.0
610,The Texas Chainsaw Massacre,2003,6.2,38,126433,62.0
611,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,126290,55.0
612,Matchstick Men,2003,7.3,61,120567,73.0
613,Freaky Friday,2003,6.1,70,119778,61.0
614,Memories of Murder,2003,8.1,82,118887,81.0
615,Charlie's Angels: Full Throttle,2003,4.9,48,117500,49.0
616,The Lord of the Rings: The Return of the King,2003,8.9,94,1572022,89.0
617,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63,988913,80.0
618,Kill Bill: Vol. 1,2003,8.1,69,955519,81.0
619,Finding Nemo,2003,8.1,90,909812,81.0
620,X2: X-Men United,2003,7.4,68,497156,74.0
621,The Matrix Reloaded,2003,7.2,62,496727,72.0
622,Oldboy,2003,8.4,77,486876,84.0
623,The Matrix Revolutions,2003,6.8,47,431371,68.0
624,Love Actually,2003,7.6,55,409813,76.0
625,Mystic River,2003,7.9,84,403304,79.0
626,Big Fish,2003,8.0,58,401727,80.0
627,Lost in Translation,2003,7.7,89,392714,77.0
628,The Last Samurai,2003,7.7,55,384009,77.0
629,Terminator 3: Rise of the Machines,2003,6.3,66,366283,63.0
630,Bruce Almighty,2003,6.7,46,359057,67.0
631,The Italian Job,2003,7.0,68,332005,70.0
632,School of Rock,2003,7.1,82,256162,71.0
633,Underworld,2003,7.0,42,245739,70.0
634,Hulk,2003,5.6,54,245635,56.0
635,2 Fast 2 Furious,2003,5.9,38,241330,59.0
636,Bad Boys II,2003,6.6,38,221786,66.0
637,21 Grams,2003,7.7,70,218322,77.0
638,Identity,2003,7.3,64,217834,73.0
639,Old School,2003,7.1,54,209004,71.0
640,Elf,2003,6.9,64,208322,69.0
641,Daredevil,2003,5.3,42,202064,53.0
642,How to Lose a Guy in 10 Days,2003,6.4,45,200002,64.0
643,Anger Management,2003,6.3,52,197707,63.0
644,Master and Commander: The Far Side of the World,2003,7.4,81,194874,74.0
645,American Wedding,2003,6.3,43,188333,63.0
646,The League of Extraordinary Gentlemen,2003,5.8,30,162019,58.0
647,Once Upon a Time in Mexico,2003,6.4,56,149541,64.0
648,Final Destination 2,2003,6.2,38,146396,62.0
649,Johnny English,2003,6.2,51,142290,62.0
650,Cold Mountain,2003,7.2,73,135921,72.0
651,S.W.A.T.,2003,6.0,45,134518,60.0
652,Good Bye Lenin!,2003,7.7,68,133244,77.0
653,Scary Movie 3,2003,5.5,49,132988,55.0
654,Dogville,2003,8.0,60,131934,80.0
655,Bad Santa,2003,7.0,70,130736,70.0
656,Monster,2003,7.3,74,129995,73.0
657,The Recruit,2003,6.6,56,126738,66.0
658,The Texas Chainsaw Massacre,2003,6.2,38,126433,62.0
659,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,126290,55.0
660,Matchstick Men,2003,7.3,61,120567,73.0
661,Freaky Friday,2003,6.1,70,119778,61.0
662,Memories of Murder,2003,8.1,82,118887,81.0
663,Charlie's Angels: Full Throttle,2003,4.9,48,117500,49.0
664,The Lord of the Rings: The Return of the King,2003,8.9,94,1572022,89.0
665,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63,988913,80.0
666,Kill Bill: Vol. 1,2003,8.1,69,955519,81.0
667,Finding Nemo,2003,8.1,90,909812,81.0
668,X2: X-Men United,2003,7.4,68,497156,74.0
669,The Matrix Reloaded,2003,7.2,62,496727,72.0
670,Oldboy,2003,8.4,77,486876,84.0
671,The Matrix Revolutions,2003,6.8,47,431371,68.0
672,Love Actually,2003,7.6,55,409813,76.0
673,Mystic River,2003,7.9,84,403304,79.0
674,Big Fish,2003,8.0,58,401727,80.0
675,Lost in Translation,2003,7.7,89,392714,77.0
676,The Last Samurai,2003,7.7,55,384009,77.0
677,Terminator 3: Rise of the Machines,2003,6.3,66,366283,63.0
678,Bruce Almighty,2003,6.7,46,359057,67.0
679,The Italian Job,2003,7.0,68,332005,70.0
680,School of Rock,2003,7.1,82,256162,71.0
681,Underworld,2003,7.0,42,245739,70.0
682,Hulk,2003,5.6,54,245635,56.0
683,2 Fast 2 Furious,2003,5.9,38,241330,59.0
684,Bad Boys II,2003,6.6,38,221786,66.0
685,21 Grams,2003,7.7,70,218322,77.0
686,Identity,2003,7.3,64,217834,73.0
687,Old School,2003,7.1,54,209004,71.0
688,Elf,2003,6.9,64,208322,69.0
689,Daredevil,2003,5.3,42,202064,53.0
690,How to Lose a Guy in 10 Days,2003,6.4,45,200002,64.0
691,Anger Management,2003,6.3,52,197707,63.0
692,Master and Commander: The Far Side of the World,2003,7.4,81,194874,74.0
693,American Wedding,2003,6.3,43,188333,63.0
694,The League of Extraordinary Gentlemen,2003,5.8,30,162019,58.0
695,Once Upon a Time in Mexico,2003,6.4,56,149541,64.0
696,Final Destination 2,2003,6.2,38,146396,62.0
697,Johnny English,2003,6.2,51,142290,62.0
698,Cold Mountain,2003,7.2,73,135921,72.0
699,S.W.A.T.,2003,6.0,45,134518,60.0
700,Good Bye Lenin!,2003,7.7,68,133244,77.0
701,Scary Movie 3,2003,5.5,49,132988,55.0
702,Dogville,2003,8.0,60,131934,80.0
703,Bad Santa,2003,7.0,70,130736,70.0
704,Monster,2003,7.3,74,129995,73.0
705,The Recruit,2003,6.6,56,126738,66.0
706,The Texas Chainsaw Massacre,2003,6.2,38,126433,62.0
707,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,126290,55.0
708,Matchstick Men,2003,7.3,61,120567,73.0
709,Freaky Friday,2003,6.1,70,119778,61.0
710,Memories of Murder,2003,8.1,82,118887,81.0
711,Charlie's Angels: Full Throttle,2003,4.9,48,117500,49.0
712,The Lord of the Rings: The Return of the King,2003,8.9,94,1572022,89.0
713,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.0,63,988913,80.0
714,Kill Bill: Vol. 1,2003,8.1,69,955519,81.0
715,Finding Nemo,2003,8.1,90,909812,81.0
716,X2: X-Men United,2003,7.4,68,497156,74.0
717,The Matrix Reloaded,2003,7.2,62,496727,72.0
718,Oldboy,2003,8.4,77,486876,84.0
719,The Matrix Revolutions,2003,6.8,47,431371,68.0
720,Love Actually,2003,7.6,55,409813,76.0
721,Mystic River,2003,7.9,84,403304,79.0
722,Big Fish,2003,8.0,58,401727,80.0
723,Lost in Translation,2003,7.7,89,392714,77.0
724,The Last Samurai,2003,7.7,55,384009,77.0
725,Terminator 3: Rise of the Machines,2003,6.3,66,366283,63.0
726,Bruce Almighty,2003,6.7,46,359057,67.0
727,The Italian Job,2003,7.0,68,332005,70.0
728,School of Rock,2003,7.1,82,256162,71.0
729,Underworld,2003,7.0,42,245739,70.0
730,Hulk,2003,5.6,54,245635,56.0
731,2 Fast 2 Furious,2003,5.9,38,241330,59.0
732,Bad Boys II,2003,6.6,38,221786,66.0
733,21 Grams,2003,7.7,70,218322,77.0
734,Identity,2003,7.3,64,217834,73.0
735,Old School,2003,7.1,54,209004,71.0
736,Elf,2003,6.9,64,208322,69.0
737,Daredevil,2003,5.3,42,202064,53.0
738,How to Lose a Guy in 10 Days,2003,6.4,45,200002,64.0
739,Anger Management,2003,6.3,52,197707,63.0
740,Master and Commander: The Far Side of the World,2003,7.4,81,194874,74.0
741,American Wedding,2003,6.3,43,188333,63.0
742,The League of Extraordinary Gentlemen,2003,5.8,30,162019,58.0
743,Once Upon a Time in Mexico,2003,6.4,56,149541,64.0
744,Final Destination 2,2003,6.2,38,146396,62.0
745,Johnny English,2003,6.2,51,142290,62.0
746,Cold Mountain,2003,7.2,73,135921,72.0
747,S.W.A.T.,2003,6.0,45,134518,60.0
748,Good Bye Lenin!,2003,7.7,68,133244,77.0
749,Scary Movie 3,2003,5.5,49,132988,55.0
750,Dogville,2003,8.0,60,131934,80.0
751,Bad Santa,2003,7.0,70,130736,70.0
752,Monster,2003,7.3,74,129995,73.0
753,The Recruit,2003,6.6,56,126738,66.0
754,The Texas Chainsaw Massacre,2003,6.2,38,126433,62.0
755,Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,126290,55.0
756,Matchstick Men,2003,7.3,61,120567,73.0
757,Freaky Friday,2003,6.1,70,119778,61.0
758,Memories of Murder,2003,8.1,82,118887,81.0
759,Charlie's Angels: Full Throttle,2003,4.9,48,117500,49.0
760,Eternal Sunshine of the Spotless Mind,2004,8.3,89,866950,83.0
761,Kill Bill: Vol. 2,2004,8.0,83,653078,80.0
762,The Incredibles,2004,8.0,90,631309,80.0
763,Million Dollar Baby,2004,8.1,86,610263,81.0
764,Spider-Man 2,2004,7.3,83,522568,73.0
765,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,517888,79.0
766,The Notebook,2004,7.8,53,496271,78.0
767,Shaun of the Dead,2004,7.9,76,492779,79.0
768,"I, Robot",2004,7.1,59,482940,71.0
769,Troy,2004,7.2,56,470771,72.0
770,The Butterfly Effect,2004,7.6,30,436644,76.0
771,The Bourne Supremacy,2004,7.7,73,420226,77.0
772,Crash,2004,7.8,66,410094,78.0
773,Shrek 2,2004,7.2,75,401966,72.0
774,The Day After Tomorrow,2004,6.4,47,401699,64.0
775,The Terminal,2004,7.4,55,385696,74.0
776,Saw,2004,7.6,46,365596,76.0
777,Collateral,2004,7.5,71,345960,75.0
778,Ocean's Twelve,2004,6.5,58,344300,65.0
779,The Machinist,2004,7.7,61,343434,77.0
780,Hotel Rwanda,2004,8.1,79,323825,81.0
781,The Aviator,2004,7.5,77,320893,75.0
782,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,319134,72.0
783,Man on Fire,2004,7.7,47,318317,77.0
784,Downfall,2004,8.2,82,318073,82.0
785,Mean Girls,2004,7.0,66,316357,70.0
786,50 First Dates,2004,6.8,48,314758,68.0
787,Howl's Moving Castle,2004,8.2,80,302698,82.0
788,Hellboy,2004,6.8,72,299250,68.0
789,National Treasure,2004,6.8,39,294395,68.0
790,Meet the Fockers,2004,6.3,41,245059,63.0
791,Van Helsing,2004,6.1,35,237075,61.0
792,The Village,2004,6.5,44,235113,65.0
793,Dawn of the Dead,2004,7.3,59,227184,73.0
794,Dodgeball,2004,6.7,55,221521,67.0
795,Before Sunset,2004,8.0,90,220919,80.0
796,The Chronicles of Riddick,2004,6.7,38,209470,67.0
797,The Passion of the Christ,2004,7.2,47,207118,72.0
798,Garden State,2004,7.4,67,203766,74.0
799,Closer,2004,7.2,65,196499,72.0
800,The Girl Next Door,2004,6.7,47,195563,67.0
801,Finding Neverland,2004,7.7,67,194357,77.0
802,Napoleon Dynamite,2004,6.9,64,191398,69.0
803,Lemony Snicket's A Series of Unfortunate Events,2004,6.8,62,190183,68.0
804,EuroTrip,2004,6.6,45,188190,66.0
805,Resident Evil: Apocalypse,2004,6.2,35,180855,62.0
806,Alien vs. Predator,2004,5.6,29,179082,56.0
807,Harold & Kumar Go to White Castle,2004,7.1,64,177084,71.0
808,Eternal Sunshine of the Spotless Mind,2004,8.3,89,866950,83.0
809,Kill Bill: Vol. 2,2004,8.0,83,653078,80.0
810,The Incredibles,2004,8.0,90,631309,80.0
811,Million Dollar Baby,2004,8.1,86,610263,81.0
812,Spider-Man 2,2004,7.3,83,522568,73.0
813,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,517888,79.0
814,The Notebook,2004,7.8,53,496271,78.0
815,Shaun of the Dead,2004,7.9,76,492779,79.0
816,"I, Robot",2004,7.1,59,482940,71.0
817,Troy,2004,7.2,56,470771,72.0
818,The Butterfly Effect,2004,7.6,30,436644,76.0
819,The Bourne Supremacy,2004,7.7,73,420226,77.0
820,Crash,2004,7.8,66,410094,78.0
821,Shrek 2,2004,7.2,75,401966,72.0
822,The Day After Tomorrow,2004,6.4,47,401699,64.0
823,The Terminal,2004,7.4,55,385696,74.0
824,Saw,2004,7.6,46,365596,76.0
825,Collateral,2004,7.5,71,345960,75.0
826,Ocean's Twelve,2004,6.5,58,344300,65.0
827,The Machinist,2004,7.7,61,343434,77.0
828,Hotel Rwanda,2004,8.1,79,323825,81.0
829,The Aviator,2004,7.5,77,320893,75.0
830,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,319134,72.0
831,Man on Fire,2004,7.7,47,318317,77.0
832,Downfall,2004,8.2,82,318073,82.0
833,Mean Girls,2004,7.0,66,316357,70.0
834,50 First Dates,2004,6.8,48,314758,68.0
835,Howl's Moving Castle,2004,8.2,80,302698,82.0
836,Hellboy,2004,6.8,72,299250,68.0
837,National Treasure,2004,6.8,39,294395,68.0
838,Meet the Fockers,2004,6.3,41,245059,63.0
839,Van Helsing,2004,6.1,35,237075,61.0
840,The Village,2004,6.5,44,235113,65.0
841,Dawn of the Dead,2004,7.3,59,227184,73.0
842,Dodgeball,2004,6.7,55,221521,67.0
843,Before Sunset,2004,8.0,90,220919,80.0
844,The Chronicles of Riddick,2004,6.7,38,209470,67.0
845,The Passion of the Christ,2004,7.2,47,207118,72.0
846,Garden State,2004,7.4,67,203766,74.0
847,Closer,2004,7.2,65,196499,72.0
848,The Girl Next Door,2004,6.7,47,195563,67.0
849,Finding Neverland,2004,7.7,67,194357,77.0
850,Napoleon Dynamite,2004,6.9,64,191398,69.0
851,Lemony Snicket's A Series of Unfortunate Events,2004,6.8,62,190183,68.0
852,EuroTrip,2004,6.6,45,188190,66.0
853,Resident Evil: Apocalypse,2004,6.2,35,180855,62.0
854,Alien vs. Predator,2004,5.6,29,179082,56.0
855,Harold & Kumar Go to White Castle,2004,7.1,64,177084,71.0
856,Eternal Sunshine of the Spotless Mind,2004,8.3,89,866950,83.0
857,Kill Bill: Vol. 2,2004,8.0,83,653078,80.0
858,The Incredibles,2004,8.0,90,631309,80.0
859,Million Dollar Baby,2004,8.1,86,610263,81.0
860,Spider-Man 2,2004,7.3,83,522568,73.0
861,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,517888,79.0
862,The Notebook,2004,7.8,53,496271,78.0
863,Shaun of the Dead,2004,7.9,76,492779,79.0
864,"I, Robot",2004,7.1,59,482940,71.0
865,Troy,2004,7.2,56,470771,72.0
866,The Butterfly Effect,2004,7.6,30,436644,76.0
867,The Bourne Supremacy,2004,7.7,73,420226,77.0
868,Crash,2004,7.8,66,410094,78.0
869,Shrek 2,2004,7.2,75,401966,72.0
870,The Day After Tomorrow,2004,6.4,47,401699,64.0
871,The Terminal,2004,7.4,55,385696,74.0
872,Saw,2004,7.6,46,365596,76.0
873,Collateral,2004,7.5,71,345960,75.0
874,Ocean's Twelve,2004,6.5,58,344300,65.0
875,The Machinist,2004,7.7,61,343434,77.0
876,Hotel Rwanda,2004,8.1,79,323825,81.0
877,The Aviator,2004,7.5,77,320893,75.0
878,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,319134,72.0
879,Man on Fire,2004,7.7,47,318317,77.0
880,Downfall,2004,8.2,82,318073,82.0
881,Mean Girls,2004,7.0,66,316357,70.0
882,50 First Dates,2004,6.8,48,314758,68.0
883,Howl's Moving Castle,2004,8.2,80,302698,82.0
884,Hellboy,2004,6.8,72,299250,68.0
885,National Treasure,2004,6.8,39,294395,68.0
886,Meet the Fockers,2004,6.3,41,245059,63.0
887,Van Helsing,2004,6.1,35,237075,61.0
888,The Village,2004,6.5,44,235113,65.0
889,Dawn of the Dead,2004,7.3,59,227184,73.0
890,Dodgeball,2004,6.7,55,221521,67.0
891,Before Sunset,2004,8.0,90,220919,80.0
892,The Chronicles of Riddick,2004,6.7,38,209470,67.0
893,The Passion of the Christ,2004,7.2,47,207118,72.0
894,Garden State,2004,7.4,67,203766,74.0
895,Closer,2004,7.2,65,196499,72.0
896,The Girl Next Door,2004,6.7,47,195563,67.0
897,Finding Neverland,2004,7.7,67,194357,77.0
898,Napoleon Dynamite,2004,6.9,64,191398,69.0
899,Lemony Snicket's A Series of Unfortunate Events,2004,6.8,62,190183,68.0
900,EuroTrip,2004,6.6,45,188190,66.0
901,Resident Evil: Apocalypse,2004,6.2,35,180855,62.0
902,Alien vs. Predator,2004,5.6,29,179082,56.0
903,Harold & Kumar Go to White Castle,2004,7.1,64,177084,71.0
904,Eternal Sunshine of the Spotless Mind,2004,8.3,89,866950,83.0
905,Kill Bill: Vol. 2,2004,8.0,83,653078,80.0
906,The Incredibles,2004,8.0,90,631309,80.0
907,Million Dollar Baby,2004,8.1,86,610263,81.0
908,Spider-Man 2,2004,7.3,83,522568,73.0
909,Harry Potter and the Prisoner of Azkaban,2004,7.9,82,517888,79.0
910,The Notebook,2004,7.8,53,496271,78.0
911,Shaun of the Dead,2004,7.9,76,492779,79.0
912,"I, Robot",2004,7.1,59,482940,71.0
913,Troy,2004,7.2,56,470771,72.0
914,The Butterfly Effect,2004,7.6,30,436644,76.0
915,The Bourne Supremacy,2004,7.7,73,420226,77.0
916,Crash,2004,7.8,66,410094,78.0
917,Shrek 2,2004,7.2,75,401966,72.0
918,The Day After Tomorrow,2004,6.4,47,401699,64.0
919,The Terminal,2004,7.4,55,385696,74.0
920,Saw,2004,7.6,46,365596,76.0
921,Collateral,2004,7.5,71,345960,75.0
922,Ocean's Twelve,2004,6.5,58,344300,65.0
923,The Machinist,2004,7.7,61,343434,77.0
924,Hotel Rwanda,2004,8.1,79,323825,81.0
925,The Aviator,2004,7.5,77,320893,75.0
926,Anchorman: The Legend of Ron Burgundy,2004,7.2,63,319134,72.0
927,Man on Fire,2004,7.7,47,318317,77.0
928,Downfall,2004,8.2,82,318073,82.0
929,Mean Girls,2004,7.0,66,316357,70.0
930,50 First Dates,2004,6.8,48,314758,68.0
931,Howl's Moving Castle,2004,8.2,80,302698,82.0
932,Hellboy,2004,6.8,72,299250,68.0
933,National Treasure,2004,6.8,39,294395,68.0
934,Meet the Fockers,2004,6.3,41,245059,63.0
935,Van Helsing,2004,6.1,35,237075,61.0
936,The Village,2004,6.5,44,235113,65.0
937,Dawn of the Dead,2004,7.3,59,227184,73.0
938,Dodgeball,2004,6.7,55,221521,67.0
939,Before Sunset,2004,8.0,90,220919,80.0
940,The Chronicles of Riddick,2004,6.7,38,209470,67.0
941,The Passion of the Christ,2004,7.2,47,207118,72.0
942,Garden State,2004,7.4,67,203766,74.0
943,Closer,2004,7.2,65,196499,72.0
944,The Girl Next Door,2004,6.7,47,195563,67.0
945,Finding Neverland,2004,7.7,67,194357,77.0
946,Napoleon Dynamite,2004,6.9,64,191398,69.0
947,Lemony Snicket's A Series of Unfortunate Events,2004,6.8,62,190183,68.0
948,EuroTrip,2004,6.6,45,188190,66.0
949,Resident Evil: Apocalypse,2004,6.2,35,180855,62.0
950,Alien vs. Predator,2004,5.6,29,179082,56.0
951,Harold & Kumar Go to White Castle,2004,7.1,64,177084,71.0
952,Batman Begins,2005,8.2,70,1251723,82.0
953,V for Vendetta,2005,8.2,62,989145,82.0
954,Sin City,2005,8.0,74,727663,80.0
955,Star Wars: Episode III - Revenge of the Sith,2005,7.5,68,679798,75.0
956,Harry Potter and the Goblet of Fire,2005,7.7,81,515943,77.0
957,Mr. & Mrs. Smith,2005,6.5,55,434554,65.0
958,Charlie and the Chocolate Factory,2005,6.6,72,406980,66.0
959,War of the Worlds,2005,6.5,73,401804,65.0
960,The 40-Year-Old Virgin,2005,7.1,73,378984,71.0
961,King Kong,2005,7.2,81,378695,72.0
962,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,352720,69.0
963,Madagascar,2005,6.9,57,350014,69.0
964,Wedding Crashers,2005,6.9,64,323220,69.0
965,Brokeback Mountain,2005,7.7,87,311140,77.0
966,Fantastic Four,2005,5.7,40,304260,57.0
967,The Island,2005,6.8,50,294185,68.0
968,Constantine,2005,7.0,50,291950,70.0
969,Hitch,2005,6.6,58,287424,66.0
970,Lord of War,2005,7.6,62,285782,76.0
971,Serenity,2005,7.8,74,276795,78.0
972,Kingdom of Heaven,2005,7.2,63,258229,72.0
973,Pride & Prejudice,2005,7.8,82,240994,78.0
974,Corpse Bride,2005,7.3,83,232588,73.0
975,Saw II,2005,6.6,40,225353,66.0
976,Walk the Line,2005,7.8,72,225274,78.0
977,A History of Violence,2005,7.4,81,216803,74.0
978,Thank You for Smoking,2005,7.6,71,209413,76.0
979,Kiss Kiss Bang Bang,2005,7.5,72,208164,75.0
980,Munich,2005,7.5,74,204660,75.0
981,Match Point,2005,7.6,72,198870,76.0
982,The Descent,2005,7.2,71,192875,72.0
983,Transporter 2,2005,6.3,56,185902,63.0
984,The Hitchhiker's Guide to the Galaxy,2005,6.8,63,181960,68.0
985,Cinderella Man,2005,8.0,69,170961,80.0
986,Jarhead,2005,7.0,58,168818,70.0
987,Hostel,2005,5.9,55,164123,59.0
988,The Longest Yard,2005,6.4,48,156475,64.0
989,Hard Candy,2005,7.1,58,150151,71.0
990,Flightplan,2005,6.3,53,147922,63.0
991,Green Street Hooligans,2005,7.5,55,137736,75.0
992,Batman Begins,2005,8.2,70,1251723,82.0
993,V for Vendetta,2005,8.2,62,989145,82.0
994,Sin City,2005,8.0,74,727663,80.0
995,Star Wars: Episode III - Revenge of the Sith,2005,7.5,68,679798,75.0
996,Harry Potter and the Goblet of Fire,2005,7.7,81,515943,77.0
997,Mr. & Mrs. Smith,2005,6.5,55,434554,65.0
998,Charlie and the Chocolate Factory,2005,6.6,72,406980,66.0
999,War of the Worlds,2005,6.5,73,401804,65.0
1000,The 40-Year-Old Virgin,2005,7.1,73,378984,71.0
1001,King Kong,2005,7.2,81,378695,72.0
1002,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,352720,69.0
1003,Madagascar,2005,6.9,57,350014,69.0
1004,Wedding Crashers,2005,6.9,64,323220,69.0
1005,Brokeback Mountain,2005,7.7,87,311140,77.0
1006,Fantastic Four,2005,5.7,40,304260,57.0
1007,The Island,2005,6.8,50,294185,68.0
1008,Constantine,2005,7.0,50,291950,70.0
1009,Hitch,2005,6.6,58,287424,66.0
1010,Lord of War,2005,7.6,62,285782,76.0
1011,Serenity,2005,7.8,74,276795,78.0
1012,Kingdom of Heaven,2005,7.2,63,258229,72.0
1013,Pride & Prejudice,2005,7.8,82,240994,78.0
1014,Corpse Bride,2005,7.3,83,232588,73.0
1015,Saw II,2005,6.6,40,225353,66.0
1016,Walk the Line,2005,7.8,72,225274,78.0
1017,A History of Violence,2005,7.4,81,216803,74.0
1018,Thank You for Smoking,2005,7.6,71,209413,76.0
1019,Kiss Kiss Bang Bang,2005,7.5,72,208164,75.0
1020,Munich,2005,7.5,74,204660,75.0
1021,Match Point,2005,7.6,72,198870,76.0
1022,The Descent,2005,7.2,71,192875,72.0
1023,Transporter 2,2005,6.3,56,185902,63.0
1024,The Hitchhiker's Guide to the Galaxy,2005,6.8,63,181960,68.0
1025,Cinderella Man,2005,8.0,69,170961,80.0
1026,Jarhead,2005,7.0,58,168818,70.0
1027,Hostel,2005,5.9,55,164123,59.0
1028,The Longest Yard,2005,6.4,48,156475,64.0
1029,Hard Candy,2005,7.1,58,150151,71.0
1030,Flightplan,2005,6.3,53,147922,63.0
1031,Green Street Hooligans,2005,7.5,55,137736,75.0
1032,Batman Begins,2005,8.2,70,1251723,82.0
1033,V for Vendetta,2005,8.2,62,989145,82.0
1034,Sin City,2005,8.0,74,727663,80.0
1035,Star Wars: Episode III - Revenge of the Sith,2005,7.5,68,679798,75.0
1036,Harry Potter and the Goblet of Fire,2005,7.7,81,515943,77.0
1037,Mr. & Mrs. Smith,2005,6.5,55,434554,65.0
1038,Charlie and the Chocolate Factory,2005,6.6,72,406980,66.0
1039,War of the Worlds,2005,6.5,73,401804,65.0
1040,The 40-Year-Old Virgin,2005,7.1,73,378984,71.0
